	2009.0417713901377
Pradeep Buddharaju	2008.25
Ann B. Ragin	2014.0
Andrew Hope	2008.0
Tao Jia	2007.0
Zhenbang Rong	2006.0
Dmitry Adamskiy	2014.0
Hiroaki Kawashima	2008.0
Stephanie Schuckers	2006.0
B. Michael Kelm	2006.0
Bowo Prasetyo	2002.0
Bill P. Buckles	2008.0
Yongwha Chung	2006.0
Lisa Ann Osadciw	2008.0
Lakshmi Gopal	2007.0
Gang Zheng	2013.0
Victor Tom	2014.0
Maxime Dahan	2005.0
Viral Bhalodia	2010.0
Kyungmi Lee	2014.0
Chad M. Schafer	2007.0
Tiziana Catarci	2012.0
Aline Medeiros Saettler	2014.0
Seong Kyu Chang	2007.0
Lopamudra Mukherjee	2010.4
Michael Shindler	2011.0
Chee Wee Phua	2007.0
Yezhou Yang	2014.0
Eric Tzeng	2013.6666666666667
Daniel R. Rudolf	2007.0
Dolores Rexachs	2007.0
Jonghun Park	2010.5
Wojciech Chojnacki	2015.0
Sujing Wang	2012.0
Ahmed M. Aly	2016.0
Salih Burak Göktürk	2004.0
Ayelet Akselrod-Ballin	2006.0
Jiangbo Yuan	2013.0
Keith E. Brown	2011.0
Fei Wu	2012.5
Peng Yu	2006.0
Walterio W. Mayol-Cuevas	2008.3333333333333
Greg Ver Steeg	2013.6666666666667
Marijn Stollenga	2014.0
Xiao-Bai Li	2006.0
Bin Shyan Jong	2006.0
Hanady M. Abdulsalam	2010.0
Kynan Eng	2004.0
Blake Shaw	2011.0
Zhi Qiao	2013.5
William Clement Karl	2002.5
Sören W. Scholz	2009.0
Longlei Dong	2012.0
Frank R. Schmidt	2010.0
Geoffrey Cross	2005.3333333333333
Ken C. K. Lee	2010.7142857142858
Yao Zheng	2013.0
Michael Jenkin	2006.0
Elizabeth Krawczynska	2001.0
Evelina Fedorenko	2011.0
S. Sudarshan 0001	2009.0
Moyuresh Biswas	2011.0
Shuo Wang	2012.0
Martin Kiechle	2011.0
Ji Zhang	2006.0
Rui Zhao	2014.0
Jakob H. Macke	2010.4
Panayiotis Tsaparas	2010.3636363636363
Sharma Chakravarthy	2007.75
Kentaro Takemura	2010.0
Weihong Zhang	2005.0
Michael J. Cole	2012.0
Mark Cheng-Enn Hsieh	2006.0
Bob Baddeley	2005.0
Stefan Rueger	2010.0
Barbara Catania	2003.0
Lucas Theis	2013.5
Xiong Yang	2009.5
Cornelia Caragea	2009.5
Zhiting Hu	2015.0
Tetsuji Haga	2007.0
Andrés Corrada-Emmanuel	2006.0
Ryan Richardson	2003.0
Michal Shemesh	2011.0
Bruno Weber	2010.0
Michel Ballings	2012.0
George Kesidis	2015.0
R. M. Martinez	2009.0
Muralidharan V	2010.0
Jayant Madhavan	2004.0
Ankur Agarwal	2005.2
José Manuél Gómez-Pérez	2013.0
William J. Campbell	2001.0
Joseph Sill	2003.0
Hansung Lee	2006.0
Chi-Keung Tang	2007.4782608695652
Anthony Stefanidis	2009.0
Songqing Chen	2005.0
Ben Klein	2014.5
Gary E. Birch	2003.0
Matthias Bethge	2008.090909090909
Cécile Germain-Renaud	2014.0
Kuniaki Uehara	2008.8
Tianran Hu	2014.5
Rodrigo L. Carceroni	2005.0
Shigeyuki Oba	2007.0
Shicong Meng	2010.6666666666667
Le Zhao	2012.0
Conor Hayes	2013.0
Barry L. Drake	2007.5
Anna Hansell	2011.0
Kaouthar Blibech	2008.0
Jeremy Kubica	2004.6
Seniz Demir	2006.0
Leon Gu	2009.0
Xinwen Hou	2006.0
Zemin Zhang	2014.0
Michel Devy	2003.0
Marek Sulovský	2010.0
Badrish Chandramouli	2012.0
Hidetsugu Nanba	2004.0
Wai Han Ho	2007.0
Gábor Lugosi	2006.2941176470588
Da Yan	2014.5
Geoffrey Taylor	2010.3333333333333
Shadi Shaheen	2014.0
Jun Nakamura	2014.0
Praveer Mansukhani	2007.0
Nobuhiro Furuyama	2000.0
Ke Hou	2013.0
Sung-Hyon Myaeng	2005.8333333333333
Ipek Tatli	2011.0
Katsiaryna Mirylenka	2012.0
Azer Bestavros	2013.5
Dav Zimak	2002.0
Nicolas Le Roux	2008.0
Daniel Kressner	2011.0
Seung-Wook Lee	2010.6666666666667
Nolan Bard	2009.0
Ishai Menache	2004.0
Kenichi Yamamoto	2007.0
Umut Uludag	2006.0
Aynur A. Dayanik	2006.0
Feng Xu	2014.0
Ivor W. Tsang	2009.3157894736842
Wei-Lun Chao	2014.5
Zhiqiang Ma	2007.0
Su-Chen Lin	2009.6666666666667
Russ Taylor	2013.0
Tobias Glasmachers	2011.5
Aranyak Mehta	2013.0
Manolis Vavalis	2010.0
Yee Leung	2011.0
Ferda Ofli	2012.5
Kafil Hajlaoui	2013.0
Bin Fu	2012.0
Xiao-Jie Yuan	2010.0
Manish Patil	2011.0
Muzhou Xiong	2007.0
Haitao Lang	2012.0
Taesung Lee	2014.0
Charles Clercq	2011.0
Ekaterina H. Spriggs	2008.0
Michael Baranski	2004.0
Andrzej Cichocki	2008.0
Dipankar Das	2013.5
Stanley Osher	2007.875
Hidetoshi Yokoo	2008.0
Timothy Arthur Mann	2014.25
Liang Xiong	2010.142857142857
Kun Deng	2007.0
Louis Theran	2013.0
Minh Hoai	2014.0
Dina Q. Goldin	2003.0
Minghong Zhou	2006.0
Paul Van Dooren	2008.0
Hailin Jin	2009.6315789473683
Sivan Sabato	2011.6666666666667
Abdulazeez Abdulraheem	2013.0
Tobias Kellner	2007.3333333333333
Cheng-Te Li	2013.25
Mohamed Hammami	2006.0
Robert Capra	2012.0
Thomas Brochmann Pedersen	2007.0
Huitao Luo	2005.0
Ben Wellner	2004.0
Federico Tombari	2010.5
Scott Schwartz	2012.0
Guang Feng	2005.75
Xiaoyu Ding	2014.0
Huidong Zhao	2014.0
David Vickrey	2008.5
Tony R. Martinez	2007.0
Yubin Kim	2015.0
Zoran Zivkovic	2006.0
Jiantao Zhou	2015.0
Peter Rander	2012.0
Shobha Venkataraman	2009.0
Zifang Huang	2006.0
Dóra Erdös	2013.0
Daniel Cabrini Hauagge	2012.5
Zhaowen Wang	2013.25
Jiaping Wang	2008.0
Zhong Wang	2010.0
Samuel B. Hopkins	2015.0
Daniel R. Catchpoole	2004.0
Rayid Ghani	2004.3333333333333
Elias Pampalk	2002.0
Siamak (Moshen) Ravanbakhsh	2013.0
José Manuel Álvarez	2009.5
Zeyang Ye	2015.0
Seon-Hee Park	2006.0
Sumei Xu	2006.0
Liadh Kelly	2012.5555555555557
Alessandro Micarelli	2015.0
L. Davis	2011.0
Sinisa Todorovic	2010.9444444444443
Gang Sun	2013.0
Qiang Li	2012.0
Michele Merler	2008.0
Xingchen Zhou	2014.0
Khader Shameer	2010.0
Hidetomo Nabeshima	2005.0
JooSeuk Kim	2009.5
Xue-Cheng Tai	2011.5
Alicia Troncoso Lora	2009.5
Fabio Roli	2010.25
Jeffrey A. Kaye	2008.0
Christoffer Menk	2010.0
Yibo Yao	2014.0
Hsin-Chen Chiao	2002.0
Yanee Kachai	2001.0
Chuan Zhou	2014.1666666666667
Manjesh Kumar Hanawal	2015.0
Marta Soare	2014.0
Hedong Yang	2012.5
Dimitrios M. Thilikos	2012.5
Konstantinos Zagoris	2011.0
Yimeng Zhang	2010.6666666666667
Ali Azari	2012.0
Menachem Fromer	2009.0
Michael V. Vyugin	2003.3333333333333
Pieter R. Roelfsema	2012.0
Mark D. Humphries	2012.0
Xinhu Zheng	2015.0
Hans-Peter Seidel	2009.28
Daniela Giordano	2014.0
Li-Jia Li	2011.3
M-Dyaa Albakour	2013.5
Kenneth W. Latimer	2013.5
Gabriel Takacs	2009.6666666666667
Philip Greggory Lee	2011.0
Lei-Lei Choi	2001.0
Jakob Carlström	2000.0
Huanan Gu	2007.0
Yusuf Artan	2014.0
David Page	2007.6153846153845
András Antos	2007.0
Marilyn A. Walker	2000.0
Sai Ravela	2008.0
Bill Andreopoulos	2007.0
Pavlo Molchanov	2015.0
Amelio Vázquez Reina	2009.5
Yanxiang He	2008.0
Abhijit Sawant	2005.0
Javier R. Movellan	2005.8125
Kuo-Chen Wu	2016.0
Michael K. Reiter	2000.0
Cheng G. Weng	2009.0
Thomas E. Moore	2001.0
Marko Robnik-Sikonja	2008.0
Stefano Magon	2011.0
Radomír Vávra	2013.0
Byung-Woo Hong	2010.25
Bo Yang 0008	2010.5
A. V. van den Berg	2001.0
Dongqing Zhu	2013.0
Charles L. A. Clarke	2009.9318181818182
Sanjay Ram Kairam	2012.0
Guang-Zhong Yang	2009.0
Yaping Liu	2015.0
Robert Anderson	2013.0
Anders Martinsson	2012.0
Denis Laurendeau	2003.0
K. K. Loo	2005.0
Luis Miguel Bergasa	2008.0
Xueqi Cheng	2011.9666666666667
Koh Takeuchi	2012.5
Philippe Mulhem	2010.0
Naga Siva Chandra Prasad Pamidi	2013.0
Henrik Nottelmann	2003.5714285714287
Mingyi Zhao	2015.0
José Oramas M.	2015.0
P. M. D. S. Pallawala	2001.0
Xiaofan Sun	2011.0
John Xingwang Wu	2002.0
Domonkos Tikk	2011.0
Petra Philips	2003.5
Yuefeng Li	2010.4736842105262
Tony R. Sahama	2005.0
Andrew Nocka	2014.0
Lijing Tong	2009.0
Alaa Shafaee	2014.0
Lixiu Yao	2003.0
Nicolas Pinto	2009.0
Jens Ackermann	2012.0
Robert P. W. Duin	2006.0
Daniel Golovin	2010.0
Sunando Sengupta	2012.5
Jugal K. Kalita	2008.0
Sheng-En Li	2002.0
Steven L. Small	2008.0
Kevin L. Steele	2005.0
Keshav Seshadri	2015.0
Meina Kan	2014.0
Andrew Hunter	2011.5
Eric van den Berg	2007.0
Miew Keen Choong	2015.0
Enrico Grosso	2006.0
Sam T. Roweis	2004.3478260869565
Jianhui Li	2014.5
Kam-yiu Lam	2011.6666666666667
Robert M. Frank	2010.0
Matthew Le	2013.0
Ricardo Henao	2013.6
Michael Teutsch	2014.5
Dongkyoo Shin	2007.0
Vera Hofer	2011.0
Shao Sheng Cao	2016.0
Kunqing Xie	2012.3333333333333
Shali Jiang	2014.0
Yoshio Momouchi	2005.0
Baruch Awerbuch	2005.0
Trystan Upstill	2004.0
Ayush Jaiswal	2014.0
Paolo Parise	2013.0
Alexander Ilin	2010.0
Rémi Lajugie	2014.0
Rongda Zhu	2015.0
Herbert Stoyan	2000.0
Kenneth Kreutz-Delgado	2005.0
Vera Hollink	2011.5
Dominik Endres	2007.5
Paulette Lieby	2007.0
Ernesto Lastres	2013.0
Pedro Ferrera	2012.0
Serena Y. Yeung	2011.0
Philippe Hamel	2009.0
Bryan Matthews	2003.0
Hakan Ferhatosmanoglu	2009.111111111111
Cameron H. Engh	2008.0
Helene Fowkes	2001.0
Peter K. Snyder	2012.0
Manuel A. Pérez-Quiñones	2003.0
Kangmiao Liu	2007.25
Ron Sivan	2004.0
Ching-Jiu Hsiao	2002.0
Sebastian de la Chica	2014.0
Veli Mäkinen	2008.0
Dingming Wu	2014.6
Hala Al-Bakour	2004.0
Stephen L. Crites	2014.0
Illhoi Yoo	2006.0
Joshua T. Vogelstein	2012.0
Nikola Jevtic	2003.0
Koichi Moriyama	2015.0
Wei Zheng	2013.0
Tomas Grigalis	2013.0
Michelle X. Zhou	2013.0
David Kempe	2011.0
Tianshu Feng	2015.0
Luc Martel	2012.0
Yi Lin	2010.0
Bülent Yener	2009.0
Sen Zhang	2007.0
Lionel Martin	2010.0
Pascal Vasseur	2013.5
Sourav Chakraborty 0004	2004.0
Richard Berendsen	2012.4
Kelly Ann Marshall	2012.0
Kui Wu	2011.5
Ryan Craven	2013.0
Nigel Boston	2006.0
Pengcheng Zhou	2014.0
Yun Xue	2014.0
Chris McIntosh	2006.0
Saining Xie	2015.0
Tomaso A. Poggio	2006.4
Isaac G. Councill	2006.5
Neil Conway	2011.0
Wai-Ho Au	2003.5
Wang Kay Ngai	2006.0
Jeremy Goold	2015.0
Matthew C. Schmidt	2010.0
Faysal Boughorbel	2005.0
Ullas B. Nambiar	2011.0
Christophe Collewet	2007.0
Chunsheng Victor Fang	2015.0
Igor Yanovsky	2007.3333333333333
Jian Liang	2008.5
Stephen Kwek	2000.0
Jessica Ryan	2006.0
Amin Zandvakili	2014.0
Xavier Otazu	2011.0
Alexander Braunstein	2008.0
Rainer Stiefelhagen	2009.3636363636363
Yacov Hel-Or	2012.5
Anon Plangprasopchok	2009.5
Shuang Wu	2010.0
Aki Hirai	2010.0
Gaurav Sharma	2015.0
Joo-Hwee Lim	2009.6666666666667
Xuejun Huangfu	2015.0
Wenming Zheng	2008.0
Charles Lefurgy	2007.0
Jeffrey McCandless	2000.0
Andrew J. Chosak	2007.0
Jaekoo Lee	2015.0
Sumio Fujita	2016.0
Marwan Torki	2010.0
Solomon Sia	2012.0
Jae-Chul Kim	2005.0
Jacob Kogan	2007.0
Tung-Ying Lee	2008.5
Allan D. Jepson	2005.5714285714287
Koichi Hashimoto	2007.0
Juston Moore	2012.0
Kevin D. Seppi	2006.5
Y. S. Kim	2000.0
Manoj Kumar Chinnakotla	2010.0
Arthur Daniel Costea	2014.0
Ruigang Yang	2009.8181818181818
Jianping Gu	2014.0
Alexis Joly	2011.5
Sergio Cleger-Tamayo	2012.0
Juan D. Velásquez	2003.5
Antonio Nucci	2013.0
Ganesh Sundaramoorthi	2011.7142857142858
Josiane Mothe	2010.6666666666667
Takashi Matsuyama	2008.3636363636363
Yuhui Quan	2013.3333333333333
Robert Holte	2008.0
Yi Gu	2008.0
Navin Goyal	2011.4
Wei Gu	2011.0
Jonathan Huang	2010.3333333333333
Eric Chown	2000.0
Salman Hameed Khan	2014.5
Ahmed Najjar	2015.0
Thalaiyasingam Ajanthan	2015.0
Yanqing Ji	2012.0
Holger Erfle	2006.0
Nilesh Bansal	2009.0
Hengzhou Ding	2013.0
Jesse Montgomery	2004.0
Franciska M. G. de Jong	2005.0
Anne Patrikainen	2006.0
Vitaliy L. Khizder	2003.0
Mary K. Vernon	2001.0
Samaresh Maiti	2008.0
Hong-Bin Dai	2006.0
Hanxiang Peng	2007.0
Muhammad Tahir	2013.0
Chenyang Zhao	2015.0
Ido Leichter	2008.0
Umut Ozertem	2012.3333333333333
Thomas G. Smith 0001	2006.0
S. L. Mantzaris	2000.0
Songhwai Oh	2014.0
Edwin R. Hancock	2005.125
David Tse Jung Huang	2014.0
Srinivasan H. Sengamedu	2012.0
Jonathan Furner	2011.0
Prithviraj Sen	2006.5
Grant Nakamura	2012.0
Joachim Biskup	2000.0
David A. Grossman	2003.4166666666667
Yuanjie Zheng	2008.3333333333333
Lu Tian	2015.0
Volker Heun	2005.0
David Buffoni	2010.0
Michael Lindenbaum	2007.7
Viswanath Gopalakrishnan	2009.0
Chia-Chen Yen	2009.3333333333333
Javed Ahmed	2008.0
Hong-Bae Jun	2007.0
Avishek Saha	2010.0
Panos M. Pardalos	2009.5
Bartomeu Coll	2005.0
Veronika Zenz	2009.5
Yuan Ge	2014.0
Jiao Wang	2013.0
María Antonia Zapata	2014.0
Inna Gelfer Kalmanovich	2009.0
Javier Parra-Arnau	2014.0
Alexandre J. Nasrallah	2006.0
Joseph Tassarotti	2014.5
Xiaodong Liu	2009.0
Esther T. Chan	2008.0
Claire Monteleoni	2007.25
Quexuan Zhang	2015.0
Paola Mello	2010.0
Aaron S. Crandall	2007.0
Yoichi Miyawaki	2006.0
Satoshi Kawamura	2014.0
Patrice Y. Simard	2004.0
Hanglin Pan	2008.0
Rudolf Kruse	2008.0
Tan Shan	2005.0
Andrew P. Paplinski	2014.0
Kalervo Järvelin	2008.0833333333333
Ted Scully	2004.0
Xiao Liu	2013.8
Yann Morvan	2010.0
Alina Bialkowski	2013.6
Teodor Mihai Moldovan	2012.0
Sivaraman Balakrishnan	2011.8333333333333
Pranay Anchuri	2011.0
Masanobu Yamamoto	2000.0
Shakil M. Khan 0001	2003.0
Michael Bindeberger-Ortega	2011.0
Guan Wang	2012.0
Philippe Lenca	2009.5
Xuan Zhou	2011.0
Michail Zervos	2011.0
Amit Singh	2012.0
Hamed Kiani Galoogahi	2015.0
Juan F. Huete	2010.25
Wei Wang 0011	2010.0
Turgay Tugay Bilgin	2007.0
Jonathan Breshears	2010.0
Fadi A. Thabtah	2005.0
Qing Tao	2009.5
Iker Gondra	2004.0
D. Freedman	2010.0
Daigo Hashimoto	2008.0
Nicolas Guilbert	2007.0
Wenhan Luo	2014.0
Amir Bar-Or	2005.0
Samarth Swarup	2013.0
Young-Min Kim	2010.0
Nicole Lehrer	2013.0
Matthias O. Franz	2004.6666666666667
Alexandre de Brébisson	2015.0
Xiong Wang	2002.2
Lee-Feng Chien	2001.6666666666667
Huasha Zhao	2013.0
Hannaneh Hajishirzi	2012.5
Vidit Jain	2009.5
Peng Sun	2011.0
Yang Wang 0003	2008.909090909091
Pablo Casaseca-de-la-Higuera	2008.0
Panagiotis Papapetrou	2009.8
Michael Hochster	2007.0
Adam D. Smith	2013.0
Dandan Song	2013.5
Chidanand Apté	2002.0
Gary Overett	2009.0
Shih-Chieh Kao	2009.0
Yangxi Li	2011.0
Antonio Bravo	2008.0
Norm Aleks	2008.0
Brian Sallans	2000.0
Aaron Defazio	2013.0
Federico Perazzi	2012.0
Dhundy Bastola	2013.0
Cheng Luo	2014.0
Valerio Mante	2003.0
Freddy Chong Tat Chua	2012.5
Ivo D. Dinov	2008.0
Alex Kipman	2011.0
Uyen T. V. Nguyen	2010.0
Wei Ji Ma	2010.5
Shuochen Su	2014.0
Pooya Moradi	2015.0
Omar Besbes	2014.0
Raphaël Feraud	2013.0
Yevgeny Seldin	2010.3333333333333
Predrag Neskovic	2000.0
Fabian J. Theis	2006.0
Peixian Chen	2015.0
Benjamin Kunsberg	2012.0
Céline Rouveirol	2002.0
Feng Qian	2010.5
Adam Wierman	2013.0
Massimiliano Giulioni	2007.0
Lu Chen	2013.75
Eleni K. Argiri	2007.0
Yanxin Shi	2011.0
Thomas Villmann	2014.0
Hang Zhou 0005	2007.5
Yang Ran	2007.0
Lingzhi Liao	2006.0
Jie Ouyang	2007.0
San Gultekin	2014.0
Thomas Albrecht	2008.0
Renxian Zhang	2011.0
Vladimir Kolmogorov	2008.25
Alejandro Metke-Jimenez	2014.0
Ali Cevahir	2014.0
Mathias Géry	2002.0
Ruud M. Bolle	2004.3333333333333
Xuan Song	2012.75
Julien P. C. Valentin	2014.0
Karim Kassam	2010.0
Timon C. Du	2007.0
Martin R. Oswald	2012.0
Panos Toulis	2013.0
Jingran Dai	2006.5
Shi-Xia Liu	2007.0
Antonios Deligiannakis	2012.0
Tomohiro Okuzaki	2001.0
Rikard König	2008.0
Rasmus Pagh	2010.6
Yuanqing Lin	2011.2222222222222
Mohamed Ben Hadj Rhouma	2001.0
Ali Mosleh	2015.0
Alexander Bannat	2010.0
Maria Pavlovskaia	2013.0
Peggy Agouris	2009.0
Pratibha Vellanki	2015.0
Yuanyuan Ding	2010.4285714285713
Ankur Jain	2006.0
Arthur W. Toga	2009.0
Kai Kang	2015.0
Deeptiman Jugessur	2000.0
Ying J. Zhu	2014.0
Koen Vanhoof	2006.5
Eric Martin 0002	2005.0
Omar Javed	2010.3333333333333
Scott Sanner	2010.7272727272727
Tinne Tuytelaars	2009.2631578947369
Yue Zhou	2008.0
Hua Liu	2005.0
Rosangela Helena Loschi	2015.0
Kuan Liu	2013.0
Keyun Hu	2001.6666666666667
Gyeongmin Choe	2014.5
Jérémy Sanhes	2013.0
Gerhard Weikum	2009.423076923077
Chunxiao Zhou	2008.0
Zili Zhang	2011.3333333333333
Tomi Janhunen	2014.0
Xiaohui Shen	2013.5
Alva Erwin	2008.0
Stanislav Barton	2006.0
Eric Cosatto	2005.6666666666667
Peter Ochs	2012.5
Hua-Fu Li	2006.6666666666667
Shile Zhang	2007.0
Edwin V. Bonilla	2011.0
Youjie Zhou	2014.0
Ido Dagan	2002.0
Charu Tiwari	2012.0
Hyung-Jeong Yang	2006.5
Tofigh Naghibi Mohamadpoor	2014.0
Yameng Zhou	2013.0
Ben Goodrich	2010.0
Martin Odersky	2011.0
Bee-Chung Chen	2010.2
Mukta Prasad	2009.6666666666667
Pawel Matuszyk	2013.0
Dicky N. Sihite	2012.0
Zhuoye Ding	2012.0
Frédéric Maes	2008.0
Shu Wu	2011.5
Snigdhansu Chatterjee	2012.0
Manos Tsagkias	2012.8
Lipika Deka	2014.0
Joseph C. Tsai	2008.0
Trevor Beugeling	2012.0
Glenn S. Bevilacqua	2013.0
Kyosuke Nishida	2012.0
Weihong Li	2005.5
Yannis E. Ioannidis	2010.0
Alejandro Jaimes	2012.888888888889
Lynda Hardman	2009.0
Marcel Karnstedt	2010.0
Jinwei Gu	2009.8333333333333
Erik Rolland	2013.0
Tongwei Ren	2008.0
Anteo Smerieri	2012.0
Suyash Shringarpure	2008.0
Antonio Torralba	2008.6
Ke Chen 0004	2013.0
Dmitry Pavlov	2003.7142857142858
Erel Uziel	2009.5
Suxin Guo	2014.0
Vitor Rocha de Carvalho	2005.0
Andreas Klaus	2004.0
Yimin Zhang 0001	2008.8
Jay Sethuraman	2001.0
Morteza ZiHayat	2013.0
Vincenzo Caglioti	2003.6666666666667
Florian Sieker	2005.0
Gozde B. Unal	2005.4
Laura Hollink	2011.0
Roland Hu	2013.0
Georgios C. Litos	2006.0
Yuchen Zhao	2012.6
Stefanos Souldatos	2012.0
A. Hartfiel	2011.0
Ethem F. Can	2013.0
Huiman Hou	2013.0
Francis Y. L. Chin	2014.0
Niranjan U. N	2014.0
Dimitris Kiritsis	2007.0
Jenna Marie Reps	2014.0
David Varas	2014.0
Peter Paul	2014.0
Jijun Tang	2007.0
Kazufumi Kaneda	2012.0
Jinshan Tang	2007.0
Antonio Gulli	2010.0
Yuening Hu	2012.5
Francesco Conti 0001	2014.0
Yi-Ching Lin	2011.0
Peter G. Taylor	2008.0
Abbas Rafii	2006.5
Brian Curless	2008.75
Virginia Wheway	2001.0
Moshe Tennenholtz	2008.0
Jiawan Zhang	2013.0
Wei Li 0016	2010.0
Alessandro Chiuso	2009.5
Manabu Torii	2006.5
Zheng Fang	2012.5
Raphael Ortiz	2012.0
Marius Pasca	2008.0
Dekang Lin	2002.0
Hung-Ju Huang	2000.0
Jean-Marc Odobez	2009.3333333333333
Darshan Bryner	2013.0
Hichem Frigui	2006.5
Eunho Yang	2013.0
Daniel Sánchez	2008.0
Hirokazu Kato	2010.0
Lianhong Gu	2010.0
Keith J. Worsley	2003.0
Sungchul Kim	2010.0
Stefano Lodi	2011.5
Peter Jansen	2000.0
Haoliang Qi	2008.3333333333333
David A. Ferrucci	2006.0
George Iordanescu	2007.0
Vassilios Petridis	2001.0
Matteo Santoro	2013.0
Xuwang Yin	2013.0
Amir Tamrakar	2008.0
Youngja Park	2012.0
Micah Sherr	2012.0
Philip J. McParlane	2014.0
Marie Chavent	2013.0
Mehdi Hosseini	2010.5
Harpreet S. Sawhney	2006.608695652174
Petr Císar	2009.0
Courtney Wade	2003.0
Nirav Shah	2013.0
Alan Both	2013.0
Chunyang Liu	2013.0
Aaron Burry	2014.5
Guodong Long	2015.0
Antonios Oikonomopoulos	2007.6666666666667
Isabel Valera	2014.2
Satoshi Ikehata	2013.0
Takamiti Matsuno	2012.0
Emmanuel Prados	2005.75
King-Ip Lin	2002.0
Vikas Garg	2014.0
Jiyeun Kim	2013.0
Sudheer Chelluboina	2010.0
Bo Lang	2013.5
Markéta Krmelová	2013.0
Alireza Vahdatpour	2010.0
Adeel Mumtaz	2013.0
Ankur Patel	2007.0
Dan Lin	2011.6666666666667
Romain Deveaud	2013.0
Eric Yap	2002.0
GeunSik Jo	2003.0
Alfan Farizki Wicaksono	2015.0
Xiaohui Kang	2015.0
Min Song	2008.0
Guan Yi	2006.0
Zhibo Chen 0002	2009.5
Xu-Dong Zhang	2006.4
Srimat T. Chakradhar	2008.0
Yingjian Wang	2012.3333333333333
Qionghai Dai	2012.4166666666667
Susumu Mori	2006.0
Nan Cao	2012.375
Anand A. Joshi	2009.5
Manabu Okumura	2006.7142857142858
Tung-Kuang Wu	2007.0
Adriana M. Seelye	2010.0
Yen-Yu Ke	2014.0
Robert D. Nowak	2008.235294117647
Van Vu	2015.0
Jiang Bian	2012.625
Karthik Ganesan Pillai	2012.5
Pengcheng Shi	2007.4285714285713
Rémi Mégret	2015.0
Zheng Wu	2010.8333333333333
Rujie Liu	2015.0
Ivan Berlocher	2008.0
Christof Bräutigam	2010.0
Xiaodong Zhang	2013.0
Philippas Tsigas	2014.0
Kyuhyung Lee	2008.0
Konstantinos Bousmalis	2014.0
Martin Pfeifle	2004.8
Marc Pierrot Deseilligny	2008.0
Sixin Zhang	2013.0
Karen H. L. Tso	2006.0
Chao Ruan	2010.0
Feodor F. Dragan	2008.0
Nikolas P. Galatsanos	2009.5
Dinusha Vatsalan	2014.6
Nai-Hung Cheng	2013.0
Myoung-Ho Kim	2010.0
Piotr Duda	2013.5
Dean P. Foster	2010.8
Sylvain Bouix	2005.5
Raylene Yung	2008.0
Fabian Keller	2013.0
Aditya Tatu	2009.0
Pasquale Foggia	2001.0
Akshansh Gupta	2012.0
Xenophon Papademetris	2008.6666666666667
Ralf Haeusler	2013.0
Mikaël Rousson	2003.0
Ben Choi	2002.0
Karl Krissian	2005.0
Yingqiu Zhu	2015.0
Anthony N. Lasenby	2013.0
Frank Brill	2014.0
Fred Nicolls	2010.0
Eirinaios Michelakis	2007.0
Kost V. Elisevich	2008.3333333333333
Mustafa Coskun	2015.0
Yutaka Sasaki	2008.6666666666667
Xiaoxiao Liu	2008.0
Nagiza F. Samatova	2010.2
Ashutosh Tiwari	2009.0
Paul Andrew Watters	2009.0
Conny Franke	2008.0
Costantino Thanos	2012.0
Shashi Prasad	2012.0
B. V. K. Vijaya Kumar	2008.3333333333333
Mário A. T. Figueiredo	2004.888888888889
Pau Gargallo	2005.0
Daewon Lee	2009.5
Muhammad Faiz Misman	2013.0
Toshihiko Kawamura	2014.0
Jin Qian	2015.0
Richard G. Baraniuk	2008.8
Hongle Wu	2013.0
S. M. Nejhum Shahed	2008.0
David Stavens	2010.0
William-Chandra Tjhi	2007.0
Michael R. Anderson	2013.0
Luke Maurits	2010.0
Parameswaran Raman	2014.0
A. Schuh	2012.0
Zhi-Ping Feng	2007.0
Wanying Ding	2015.0
Yunsong Huang	2005.0
Le Hoai Minh	2006.0
Yiannis Stavroulas	2004.0
Nariman Ammar	2015.0
Mahesh V. Joshi	2002.0
Nikhil Naik	2014.5
Christian Vogler	2005.5
Tom Hartley	2001.0
Yiling Chen	2016.0
Chang Su	2010.0
Wenxin Liang	2013.5
Thomas Lüke	2013.0
Jin-Xing Hao	2009.0
Yi Mao	2010.6666666666667
Gap-Joo Na	2012.0
Hiroki Unten	2004.0
Syed A. Umair	2006.0
Tom Ziomek	2006.0
Jon Stearley	2008.0
Andrea Fossati	2008.75
Donald P. Ballou	2004.5
Faten M'hiri	2012.0
Chil-Woo Lee	2009.0
Paolo Avesani	2007.2
André Carlos Ponce de Leon Ferreira de Carvalho	2015.0
Yasuyuki Matsushita	2010.4705882352941
Motoaki Kawanabe	2005.75
Renqi Zhang	2010.0
Hang Xiao	2015.0
Liping Ji	2007.0
Dung T. Nguyen	2013.0
Subhashini Venugopalan	2015.0
Bas Veeling	2015.0
Tao Wu	2005.0
Olli Pihlajamaa	2009.0
Yajie Hu	2012.0
Itay Hubara	2014.0
Wladimiro Díaz Villanueva	2010.0
Patrick E. Meyer 0001	2010.0
Nicholas R. Jennings	2003.6666666666667
Warwick Graco	2004.0
Thad Starner	2006.6666666666667
Siew Yeung Wong	2005.0
Aneesh Sreevallabh Chivukula	2013.0
JooYoung Lee	2015.0
Stéphane Canu	2005.2
Hongxun Yao	2010.875
Yunfei Chen	2011.5
Amir Fayazi	2015.0
Tzu-Yuan Chung	2014.0
Robert Savell	2003.0
